txn_id,date,period,doc_type,doc_id,gl_account,gl_account_name,statement_section,counterparty_id,counterparty_name,counterparty_type,segment,category,sku,description,quantity,unit_price,amount,signed_amount,memo
TXN-0001651,2024-11-10,2024-11,INVOICE,SO-202411-00110,4000,Product Revenue,Revenue,CUST-003,Vaughn & Sons Restaurant Co,customer,Restaurant Group,Refrigeration,SKU-1008,Back Bar Cooler,4,2838.0342,11352.14,11352.14,
TXN-0001652,2024-11-10,2024-11,INVOICE,SO-202411-00110,5000,Product COGS,COGS,VEND-001,Northline Cold Systems,vendor,Restaurant Group,Refrigeration,SKU-1008,COGS - Back Bar Cooler,4,2189.007,8756.03,-8756.03,
TXN-0001653,2024-11-10,2024-11,INVOICE,SO-202411-00110,4000,Product Revenue,Revenue,CUST-003,Vaughn & Sons Restaurant Co,customer,Restaurant Group,Refrigeration,SKU-1006,Merchandiser Cooler,4,1901.2165,7604.87,7604.87,
TXN-0001654,2024-11-10,2024-11,INVOICE,SO-202411-00110,5000,Product COGS,COGS,VEND-001,Northline Cold Systems,vendor,Restaurant Group,Refrigeration,SKU-1006,COGS - Merchandiser Cooler,4,1449.2045,5796.82,-5796.82,
TXN-0001655,2024-11-10,2024-11,INVOICE,SO-202411-00110,4000,Product Revenue,Revenue,CUST-003,Vaughn & Sons Restaurant Co,customer,Restaurant Group,Janitorial & Chemicals,SKU-1045,Mop Head,30,166.2644,4987.93,4987.93,
TXN-0001656,2024-11-10,2024-11,INVOICE,SO-202411-00110,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Restaurant Group,Janitorial & Chemicals,SKU-1045,COGS - Mop Head,30,104.4538,3133.62,-3133.62,
TXN-0001657,2024-11-10,2024-11,INVOICE,SO-202411-00110,4000,Product Revenue,Revenue,CUST-003,Vaughn & Sons Restaurant Co,customer,Restaurant Group,Beverage Equipment,SKU-1018,Bulk Coffee Brewer,4,856.6906,3426.76,3426.76,
TXN-0001658,2024-11-10,2024-11,INVOICE,SO-202411-00110,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Restaurant Group,Beverage Equipment,SKU-1018,COGS - Bulk Coffee Brewer,4,624.4684,2497.87,-2497.87,
TXN-0001659,2024-11-10,2024-11,INVOICE,SO-202411-00110,4000,Product Revenue,Revenue,CUST-003,Vaughn & Sons Restaurant Co,customer,Restaurant Group,Janitorial & Chemicals,SKU-1045,Mop Head,55,168.187,9250.29,9250.29,
TXN-0001660,2024-11-10,2024-11,INVOICE,SO-202411-00110,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Restaurant Group,Janitorial & Chemicals,SKU-1045,COGS - Mop Head,55,103.5146,5693.3,-5693.3,
TXN-0001661,2024-11-10,2024-11,INVOICE,SO-202411-00110,4000,Product Revenue,Revenue,CUST-003,Vaughn & Sons Restaurant Co,customer,Restaurant Group,Disposables,SKU-1037,Glove Case,51,54.4804,2778.5,2778.5,
TXN-0001662,2024-11-10,2024-11,INVOICE,SO-202411-00110,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1037,COGS - Glove Case,51,35.8306,1827.36,-1827.36,
TXN-0001663,2024-11-10,2024-11,INVOICE,SO-202411-00110,4000,Product Revenue,Revenue,CUST-003,Vaughn & Sons Restaurant Co,customer,Restaurant Group,Refrigeration,SKU-1007,Ice Machine,3,6478.9359,19436.81,19436.81,
TXN-0001664,2024-11-10,2024-11,INVOICE,SO-202411-00110,5000,Product COGS,COGS,VEND-001,Northline Cold Systems,vendor,Restaurant Group,Refrigeration,SKU-1007,COGS - Ice Machine,3,4924.8472,14774.54,-14774.54,
TXN-0001665,2024-11-24,2024-11,INVOICE,SO-202411-00111,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Janitorial & Chemicals,SKU-1041,Degreaser Concentrate,9,31.8768,286.89,286.89,
TXN-0001666,2024-11-24,2024-11,INVOICE,SO-202411-00111,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Institutional,Janitorial & Chemicals,SKU-1041,COGS - Degreaser Concentrate,9,19.6055,176.45,-176.45,
TXN-0001667,2024-11-24,2024-11,INVOICE,SO-202411-00111,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Disposables,SKU-1035,Paper Cup Sleeve,87,27.8066,2419.18,2419.18,
TXN-0001668,2024-11-24,2024-11,INVOICE,SO-202411-00111,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1035,COGS - Paper Cup Sleeve,87,18.1657,1580.42,-1580.42,
TXN-0001669,2024-11-24,2024-11,INVOICE,SO-202411-00111,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Cooking Equipment,SKU-1015,Induction Range,4,5734.5912,22938.36,22938.36,
TXN-0001670,2024-11-24,2024-11,INVOICE,SO-202411-00111,5000,Product COGS,COGS,VEND-002,Kettleworks Manufacturing,vendor,Institutional,Cooking Equipment,SKU-1015,COGS - Induction Range,4,4532.5706,18130.28,-18130.28,
TXN-0001671,2024-11-24,2024-11,INVOICE,SO-202411-00111,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Disposables,SKU-1037,Glove Case,93,55.9511,5203.46,5203.46,
TXN-0001672,2024-11-24,2024-11,INVOICE,SO-202411-00111,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1037,COGS - Glove Case,93,37.043,3445.0,-3445.0,
TXN-0001673,2024-11-24,2024-11,INVOICE,SO-202411-00111,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Refrigeration,SKU-1001,Reach-In Refrigerator,3,5547.2269,16641.68,16641.68,
TXN-0001674,2024-11-24,2024-11,INVOICE,SO-202411-00111,5000,Product COGS,COGS,VEND-001,Northline Cold Systems,vendor,Institutional,Refrigeration,SKU-1001,COGS - Reach-In Refrigerator,3,4272.3636,12817.09,-12817.09,
TXN-0001675,2024-11-24,2024-11,INVOICE,SO-202411-00111,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Cooking Equipment,SKU-1016,Conveyor Toaster,3,2145.0302,6435.09,6435.09,
TXN-0001676,2024-11-24,2024-11,INVOICE,SO-202411-00111,5000,Product COGS,COGS,VEND-002,Kettleworks Manufacturing,vendor,Institutional,Cooking Equipment,SKU-1016,COGS - Conveyor Toaster,3,1663.9077,4991.72,-4991.72,
TXN-0001677,2024-11-24,2024-11,INVOICE,SO-202411-00111,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Disposables,SKU-1037,Glove Case,19,53.5545,1017.54,1017.54,
TXN-0001678,2024-11-24,2024-11,INVOICE,SO-202411-00111,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1037,COGS - Glove Case,19,35.5364,675.19,-675.19,
TXN-0001679,2024-11-24,2024-11,INVOICE,SO-202411-00111,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Smallwares,SKU-1026,Mixing Bowl Set,36,107.987,3887.53,3887.53,
TXN-0001680,2024-11-24,2024-11,INVOICE,SO-202411-00111,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Institutional,Smallwares,SKU-1026,COGS - Mixing Bowl Set,36,64.097,2307.49,-2307.49,
TXN-0001681,2024-11-24,2024-11,INVOICE,SO-202411-00111,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Smallwares,SKU-1028,Hotel Pan,24,118.9842,2855.62,2855.62,
TXN-0001682,2024-11-24,2024-11,INVOICE,SO-202411-00111,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Institutional,Smallwares,SKU-1028,COGS - Hotel Pan,24,69.8337,1676.01,-1676.01,
TXN-0001683,2024-11-24,2024-11,INVOICE,SO-202411-00111,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Disposables,SKU-1036,Foil Roll,48,29.0468,1394.25,1394.25,
TXN-0001684,2024-11-24,2024-11,INVOICE,SO-202411-00111,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1036,COGS - Foil Roll,48,19.2325,923.16,-923.16,
TXN-0001685,2024-11-24,2024-11,INVOICE,SO-202411-00111,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Disposables,SKU-1039,Straw Case,108,57.8027,6242.69,6242.69,
TXN-0001686,2024-11-24,2024-11,INVOICE,SO-202411-00111,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1039,COGS - Straw Case,108,38.7042,4180.05,-4180.05,
TXN-0001687,2024-11-24,2024-11,INVOICE,SO-202411-00111,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Disposables,SKU-1037,Glove Case,97,53.8643,5224.84,5224.84,
TXN-0001688,2024-11-24,2024-11,INVOICE,SO-202411-00111,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1037,COGS - Glove Case,97,35.1515,3409.69,-3409.69,
TXN-0001689,2024-11-24,2024-11,INVOICE,SO-202411-00111,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Smallwares,SKU-1027,Tongs,88,138.0912,12152.02,12152.02,
TXN-0001690,2024-11-24,2024-11,INVOICE,SO-202411-00111,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Institutional,Smallwares,SKU-1027,COGS - Tongs,88,82.0421,7219.71,-7219.71,
TXN-0001691,2024-11-24,2024-11,INVOICE,SO-202411-00111,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Smallwares,SKU-1026,Mixing Bowl Set,88,108.1328,9515.69,9515.69,
TXN-0001692,2024-11-24,2024-11,INVOICE,SO-202411-00111,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Institutional,Smallwares,SKU-1026,COGS - Mixing Bowl Set,88,64.5598,5681.26,-5681.26,
TXN-0001693,2024-11-11,2024-11,INVOICE,SO-202411-00112,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Smallwares,SKU-1023,Sauce Pan,6,105.2463,631.48,631.48,
TXN-0001694,2024-11-11,2024-11,INVOICE,SO-202411-00112,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Hotel & Hospitality,Smallwares,SKU-1023,COGS - Sauce Pan,6,61.9992,371.99,-371.99,
TXN-0001695,2024-11-11,2024-11,INVOICE,SO-202411-00112,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Janitorial & Chemicals,SKU-1044,Dish Detergent,62,160.2121,9933.15,9933.15,
TXN-0001696,2024-11-11,2024-11,INVOICE,SO-202411-00112,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Hotel & Hospitality,Janitorial & Chemicals,SKU-1044,COGS - Dish Detergent,62,98.2845,6093.64,-6093.64,
TXN-0001697,2024-11-11,2024-11,INVOICE,SO-202411-00112,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Disposables,SKU-1038,Deli Paper,89,36.9472,3288.3,3288.3,
TXN-0001698,2024-11-11,2024-11,INVOICE,SO-202411-00112,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Hotel & Hospitality,Disposables,SKU-1038,COGS - Deli Paper,89,24.0934,2144.31,-2144.31,
TXN-0001699,2024-11-11,2024-11,INVOICE,SO-202411-00112,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Cooking Equipment,SKU-1013,Salamander Broiler,2,1085.5965,2171.19,2171.19,
TXN-0001700,2024-11-11,2024-11,INVOICE,SO-202411-00112,5000,Product COGS,COGS,VEND-002,Kettleworks Manufacturing,vendor,Hotel & Hospitality,Cooking Equipment,SKU-1013,COGS - Salamander Broiler,2,850.4297,1700.86,-1700.86,
TXN-0001701,2024-11-11,2024-11,INVOICE,SO-202411-00112,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Cooking Equipment,SKU-1011,Countertop Griddle,4,1516.8006,6067.2,6067.2,
TXN-0001702,2024-11-11,2024-11,INVOICE,SO-202411-00112,5000,Product COGS,COGS,VEND-002,Kettleworks Manufacturing,vendor,Hotel & Hospitality,Cooking Equipment,SKU-1011,COGS - Countertop Griddle,4,1190.8958,4763.58,-4763.58,
TXN-0001703,2024-11-11,2024-11,INVOICE,SO-202411-00112,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Smallwares,SKU-1025,Chef Knife,50,77.8723,3893.62,3893.62,
TXN-0001704,2024-11-11,2024-11,INVOICE,SO-202411-00112,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Hotel & Hospitality,Smallwares,SKU-1025,COGS - Chef Knife,50,45.6137,2280.68,-2280.68,
TXN-0001705,2024-11-11,2024-11,INVOICE,SO-202411-00112,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Smallwares,SKU-1023,Sauce Pan,79,103.7455,8195.9,8195.9,
TXN-0001706,2024-11-11,2024-11,INVOICE,SO-202411-00112,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Hotel & Hospitality,Smallwares,SKU-1023,COGS - Sauce Pan,79,60.8481,4807.0,-4807.0,
TXN-0001707,2024-11-11,2024-11,INVOICE,SO-202411-00112,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Smallwares,SKU-1030,Whisk,25,109.3447,2733.62,2733.62,
TXN-0001708,2024-11-11,2024-11,INVOICE,SO-202411-00112,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Hotel & Hospitality,Smallwares,SKU-1030,COGS - Whisk,25,65.049,1626.23,-1626.23,
TXN-0001709,2024-11-11,2024-11,INVOICE,SO-202411-00112,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Disposables,SKU-1036,Foil Roll,13,29.123,378.6,378.6,
TXN-0001710,2024-11-11,2024-11,INVOICE,SO-202411-00112,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Hotel & Hospitality,Disposables,SKU-1036,COGS - Foil Roll,13,19.0333,247.43,-247.43,
TXN-0001711,2024-11-11,2024-11,INVOICE,SO-202411-00112,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Disposables,SKU-1033,Takeout Container,21,45.5939,957.47,957.47,
TXN-0001712,2024-11-11,2024-11,INVOICE,SO-202411-00112,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Hotel & Hospitality,Disposables,SKU-1033,COGS - Takeout Container,21,30.4446,639.34,-639.34,
TXN-0001713,2024-11-11,2024-11,INVOICE,SO-202411-00112,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Smallwares,SKU-1025,Chef Knife,79,79.1377,6251.88,6251.88,
TXN-0001714,2024-11-11,2024-11,INVOICE,SO-202411-00112,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Hotel & Hospitality,Smallwares,SKU-1025,COGS - Chef Knife,79,47.2507,3732.81,-3732.81,
TXN-0001715,2024-11-11,2024-11,INVOICE,SO-202411-00112,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Beverage Equipment,SKU-1017,Espresso Machine,3,2603.5589,7810.68,7810.68,
TXN-0001716,2024-11-11,2024-11,INVOICE,SO-202411-00112,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Hotel & Hospitality,Beverage Equipment,SKU-1017,COGS - Espresso Machine,3,1912.6598,5737.98,-5737.98,
TXN-0001717,2024-11-11,2024-11,INVOICE,SO-202411-00112,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Smallwares,SKU-1025,Chef Knife,28,79.0168,2212.47,2212.47,
TXN-0001718,2024-11-11,2024-11,INVOICE,SO-202411-00112,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Hotel & Hospitality,Smallwares,SKU-1025,COGS - Chef Knife,28,47.0034,1316.1,-1316.1,
TXN-0001719,2024-11-28,2024-11,INVOICE,SO-202411-00113,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Disposables,SKU-1036,Foil Roll,17,30.0413,510.7,510.7,
TXN-0001720,2024-11-28,2024-11,INVOICE,SO-202411-00113,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1036,COGS - Foil Roll,17,20.1201,342.04,-342.04,
TXN-0001721,2024-11-28,2024-11,INVOICE,SO-202411-00113,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Disposables,SKU-1034,Napkin Case,80,67.7637,5421.1,5421.1,
TXN-0001722,2024-11-28,2024-11,INVOICE,SO-202411-00113,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1034,COGS - Napkin Case,80,44.6481,3571.84,-3571.84,
TXN-0001723,2024-11-28,2024-11,INVOICE,SO-202411-00113,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Janitorial & Chemicals,SKU-1045,Mop Head,57,170.7118,9730.57,9730.57,
TXN-0001724,2024-11-28,2024-11,INVOICE,SO-202411-00113,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Restaurant Group,Janitorial & Chemicals,SKU-1045,COGS - Mop Head,57,106.9597,6096.7,-6096.7,
TXN-0001725,2024-11-28,2024-11,INVOICE,SO-202411-00113,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Disposables,SKU-1037,Glove Case,107,58.6788,6278.64,6278.64,
TXN-0001726,2024-11-28,2024-11,INVOICE,SO-202411-00113,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1037,COGS - Glove Case,107,39.2568,4200.48,-4200.48,
TXN-0001727,2024-11-28,2024-11,INVOICE,SO-202411-00113,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Smallwares,SKU-1028,Hotel Pan,13,114.6062,1489.88,1489.88,
TXN-0001728,2024-11-28,2024-11,INVOICE,SO-202411-00113,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1028,COGS - Hotel Pan,13,66.8884,869.55,-869.55,
TXN-0001729,2024-11-28,2024-11,INVOICE,SO-202411-00113,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Disposables,SKU-1035,Paper Cup Sleeve,113,28.0735,3172.31,3172.31,
TXN-0001730,2024-11-28,2024-11,INVOICE,SO-202411-00113,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1035,COGS - Paper Cup Sleeve,113,18.6045,2102.31,-2102.31,
TXN-0001731,2024-11-28,2024-11,INVOICE,SO-202411-00113,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Janitorial & Chemicals,SKU-1045,Mop Head,43,172.2157,7405.27,7405.27,
TXN-0001732,2024-11-28,2024-11,INVOICE,SO-202411-00113,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Restaurant Group,Janitorial & Chemicals,SKU-1045,COGS - Mop Head,43,105.4325,4533.6,-4533.6,
TXN-0001733,2024-11-28,2024-11,INVOICE,SO-202411-00113,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Disposables,SKU-1038,Deli Paper,98,33.1945,3253.06,3253.06,
TXN-0001734,2024-11-28,2024-11,INVOICE,SO-202411-00113,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1038,COGS - Deli Paper,98,21.8123,2137.6,-2137.6,
TXN-0001735,2024-11-28,2024-11,INVOICE,SO-202411-00113,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Disposables,SKU-1037,Glove Case,93,53.5557,4980.68,4980.68,
TXN-0001736,2024-11-28,2024-11,INVOICE,SO-202411-00113,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1037,COGS - Glove Case,93,35.2396,3277.28,-3277.28,
TXN-0001737,2024-11-28,2024-11,INVOICE,SO-202411-00113,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Disposables,SKU-1036,Foil Roll,71,30.4159,2159.53,2159.53,
TXN-0001738,2024-11-28,2024-11,INVOICE,SO-202411-00113,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1036,COGS - Foil Roll,71,20.1026,1427.28,-1427.28,
TXN-0001739,2024-11-28,2024-11,INVOICE,SO-202411-00113,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Beverage Equipment,SKU-1022,Draft Beer Cooler,3,3062.3291,9186.99,9186.99,
TXN-0001740,2024-11-28,2024-11,INVOICE,SO-202411-00113,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Restaurant Group,Beverage Equipment,SKU-1022,COGS - Draft Beer Cooler,3,2299.2219,6897.67,-6897.67,
TXN-0001741,2024-11-28,2024-11,INVOICE,SO-202411-00113,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Refrigeration,SKU-1002,Undercounter Freezer,4,2913.9107,11655.64,11655.64,
TXN-0001742,2024-11-28,2024-11,INVOICE,SO-202411-00113,5000,Product COGS,COGS,VEND-001,Northline Cold Systems,vendor,Restaurant Group,Refrigeration,SKU-1002,COGS - Undercounter Freezer,4,2231.6427,8926.57,-8926.57,
TXN-0001743,2024-11-09,2024-11,INVOICE,SO-202411-00114,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Janitorial & Chemicals,SKU-1041,Degreaser Concentrate,68,30.774,2092.64,2092.64,
TXN-0001744,2024-11-09,2024-11,INVOICE,SO-202411-00114,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Restaurant Group,Janitorial & Chemicals,SKU-1041,COGS - Degreaser Concentrate,68,19.0265,1293.8,-1293.8,
TXN-0001745,2024-11-09,2024-11,INVOICE,SO-202411-00114,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Smallwares,SKU-1030,Whisk,23,107.3096,2468.12,2468.12,
TXN-0001746,2024-11-09,2024-11,INVOICE,SO-202411-00114,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1030,COGS - Whisk,23,62.8851,1446.36,-1446.36,
TXN-0001747,2024-11-09,2024-11,INVOICE,SO-202411-00114,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Disposables,SKU-1038,Deli Paper,17,35.7323,607.45,607.45,
TXN-0001748,2024-11-09,2024-11,INVOICE,SO-202411-00114,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1038,COGS - Deli Paper,17,23.4393,398.47,-398.47,
TXN-0001749,2024-11-09,2024-11,INVOICE,SO-202411-00114,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Disposables,SKU-1040,Portion Cup,77,54.7533,4216.01,4216.01,
TXN-0001750,2024-11-09,2024-11,INVOICE,SO-202411-00114,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1040,COGS - Portion Cup,77,36.361,2799.8,-2799.8,
TXN-0001751,2024-11-09,2024-11,INVOICE,SO-202411-00114,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Smallwares,SKU-1027,Tongs,19,137.2012,2606.82,2606.82,
TXN-0001752,2024-11-09,2024-11,INVOICE,SO-202411-00114,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1027,COGS - Tongs,19,79.9748,1519.52,-1519.52,
TXN-0001753,2024-11-09,2024-11,INVOICE,SO-202411-00114,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Disposables,SKU-1035,Paper Cup Sleeve,140,28.4898,3988.57,3988.57,
TXN-0001754,2024-11-09,2024-11,INVOICE,SO-202411-00114,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1035,COGS - Paper Cup Sleeve,140,18.5445,2596.22,-2596.22,
TXN-0001755,2024-11-09,2024-11,INVOICE,SO-202411-00114,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Smallwares,SKU-1024,Sheet Pan,27,24.8138,669.97,669.97,
TXN-0001756,2024-11-09,2024-11,INVOICE,SO-202411-00114,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1024,COGS - Sheet Pan,27,14.6032,394.29,-394.29,
TXN-0001757,2024-11-09,2024-11,INVOICE,SO-202411-00114,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Smallwares,SKU-1029,Cutting Board,81,27.6035,2235.88,2235.88,
TXN-0001758,2024-11-09,2024-11,INVOICE,SO-202411-00114,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1029,COGS - Cutting Board,81,16.3328,1322.96,-1322.96,
TXN-0001759,2024-11-09,2024-11,INVOICE,SO-202411-00114,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Smallwares,SKU-1026,Mixing Bowl Set,66,111.0976,7332.44,7332.44,
TXN-0001760,2024-11-09,2024-11,INVOICE,SO-202411-00114,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1026,COGS - Mixing Bowl Set,66,65.2992,4309.75,-4309.75,
TXN-0001761,2024-11-09,2024-11,INVOICE,SO-202411-00114,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Disposables,SKU-1037,Glove Case,19,54.206,1029.91,1029.91,
TXN-0001762,2024-11-09,2024-11,INVOICE,SO-202411-00114,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1037,COGS - Glove Case,19,36.0005,684.01,-684.01,
TXN-0001763,2024-11-09,2024-11,INVOICE,SO-202411-00114,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Janitorial & Chemicals,SKU-1045,Mop Head,41,182.8813,7498.13,7498.13,
TXN-0001764,2024-11-09,2024-11,INVOICE,SO-202411-00114,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Restaurant Group,Janitorial & Chemicals,SKU-1045,COGS - Mop Head,41,112.3316,4605.59,-4605.59,
TXN-0001765,2024-11-09,2024-11,INVOICE,SO-202411-00114,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Smallwares,SKU-1032,Storage Container,50,15.1458,757.29,757.29,
