invoice_id,customer_id,customer_name,segment,issue_date,terms,due_date,amount,paid_date,days_late
SO-202412-00210,CUST-020,Rushmoor Provisions,Independent Restaurant,2024-12-17,Net 30,2025-01-16,24882.94,2025-01-30,14
SO-202412-00211,CUST-042,Tarleton Grill,Independent Restaurant,2024-12-06,Net 15,2024-12-21,19593.32,2024-12-20,-1
SO-202412-00212,CUST-029,Pine Bistro,Hotel & Hospitality,2024-12-05,Net 45,2025-01-19,36330.86,2025-01-23,4
SO-202412-00213,CUST-036,Tarleton Food Hall,Independent Restaurant,2024-12-18,Net 30,2025-01-17,40294.35,2025-01-25,8
SO-202501-00214,CUST-001,Copper Fork Group,Restaurant Group,2025-01-28,Net 45,2025-03-14,72478.52,2025-03-19,5
SO-202501-00215,CUST-002,Harborline Hospitality,Hotel & Hospitality,2025-01-23,Net 30,2025-02-22,58745.27,2025-02-28,6
SO-202501-00216,CUST-003,Vaughn & Sons Restaurant Co,Restaurant Group,2025-01-28,Net 45,2025-03-14,58699.61,2025-03-17,3
SO-202501-00217,CUST-004,Meridian Public Schools,Institutional,2025-01-15,Net 60,2025-03-16,47232.43,2025-03-30,14
SO-202501-00218,CUST-005,Bright Harbor Hotels,Hotel & Hospitality,2025-01-03,Net 30,2025-02-02,61640.16,2025-01-27,-6
SO-202501-00219,CUST-006,Ridgeline Kitchens Group,Restaurant Group,2025-01-15,Net 30,2025-02-14,32143.74,2025-02-24,10
SO-202501-00220,CUST-007,Ashgrove Dining Partners,Restaurant Group,2025-01-27,Net 45,2025-03-13,36547.62,2025-03-15,2
SO-202501-00221,CUST-008,Northfield Medical Center,Institutional,2025-01-14,Net 60,2025-03-15,35590.52,2025-03-22,7
SO-202501-00222,CUST-009,Stonecrest Resale Supply,Distributor Resale,2025-01-28,Net 30,2025-02-27,34960.9,2025-03-10,11
SO-202501-00223,CUST-010,Lakeside Catering Co,Independent Restaurant,2025-01-24,Net 30,2025-02-23,35691.05,2025-03-01,6
SO-202501-00224,CUST-011,Sutton Kitchen,Institutional,2025-01-01,Net 45,2025-02-15,21528.03,2025-02-23,8
SO-202501-00225,CUST-012,Pendry Bistro,Institutional,2025-01-07,Net 45,2025-02-21,32154.76,2025-02-27,6
SO-202501-00226,CUST-013,Brackley Public House,Restaurant Group,2025-01-02,Net 15,2025-01-17,36224.49,2025-01-28,11
SO-202501-00227,CUST-014,Sutton Dining Co,Hotel & Hospitality,2025-01-10,Net 30,2025-02-09,23277.84,2025-02-17,8
SO-202501-00228,CUST-015,Pelham Dining Co,Restaurant Group,2025-01-24,Net 15,2025-02-08,33480.95,2025-02-11,3
SO-202501-00229,CUST-016,Marbury Food Hall,Restaurant Group,2025-01-29,Net 30,2025-02-28,21268.81,2025-03-03,3
SO-202501-00230,CUST-017,Weldon Kitchen,Distributor Resale,2025-01-01,Net 30,2025-01-31,22402.6,2025-02-07,7
SO-202501-00231,CUST-018,Pine Kitchen,Independent Restaurant,2025-01-15,Net 30,2025-02-14,44994.74,2025-02-16,2
SO-202501-00232,CUST-019,Birch Provisions,Independent Restaurant,2025-01-27,Net 30,2025-02-26,36234.2,2025-02-24,-2
SO-202501-00233,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-01-15,Net 30,2025-02-14,17108.96,2025-02-28,14
SO-202501-00234,CUST-021,Quarry Provisions,Independent Restaurant,2025-01-27,Net 15,2025-02-11,17627.87,2025-02-19,8
SO-202501-00235,CUST-022,Ockham Provisions,Distributor Resale,2025-01-22,Net 45,2025-03-08,11109.65,2025-03-12,4
SO-202501-00236,CUST-023,Ashford Grill,Independent Restaurant,2025-01-18,Net 30,2025-02-17,28693.61,2025-02-18,1
SO-202501-00237,CUST-024,Hollow Kitchen,Independent Restaurant,2025-01-29,Net 30,2025-02-28,13474.77,2025-03-02,2
SO-202501-00238,CUST-025,Pendry Food Hall,Restaurant Group,2025-01-06,Net 15,2025-01-21,36118.88,2025-01-31,10
SO-202501-00239,CUST-026,Old Tavern,Institutional,2025-01-08,Net 30,2025-02-07,25900.53,2025-02-23,16
SO-202501-00240,CUST-027,Wexley Dining Co,Hotel & Hospitality,2025-01-17,Net 30,2025-02-16,22888.25,2025-02-19,3
SO-202501-00241,CUST-028,Gilman Food Hall,Independent Restaurant,2025-01-17,Net 45,2025-03-03,33068.98,2025-03-06,3
SO-202501-00242,CUST-029,Pine Bistro,Hotel & Hospitality,2025-01-03,Net 45,2025-02-17,24052.98,2025-02-24,7
SO-202501-00243,CUST-030,Norwood Food Hall,Independent Restaurant,2025-01-05,Net 15,2025-01-20,21314.24,2025-01-25,5
SO-202501-00244,CUST-031,Sutton Eatery,Independent Restaurant,2025-01-10,Net 30,2025-02-09,14447.77,2025-02-16,7
SO-202501-00245,CUST-032,Ashford Dining Co,Institutional,2025-01-21,Net 30,2025-02-20,35495.12,2025-03-09,17
SO-202501-00246,CUST-033,Norwood Tavern,Independent Restaurant,2025-01-04,Net 15,2025-01-19,39977.54,2025-01-21,2
SO-202501-00247,CUST-034,Ravensworth Eatery,Independent Restaurant,2025-01-07,Net 15,2025-01-22,30698.52,2025-01-29,7
SO-202501-00248,CUST-035,Hollow Tavern,Independent Restaurant,2025-01-26,Net 45,2025-03-12,39169.17,2025-03-12,0
SO-202501-00249,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-01-07,Net 30,2025-02-06,9463.78,2025-02-14,8
SO-202501-00250,CUST-037,Tarleton Grill,Institutional,2025-01-29,Net 45,2025-03-15,42813.55,2025-03-27,12
SO-202501-00251,CUST-038,Old Tavern,Independent Restaurant,2025-01-19,Net 15,2025-02-03,19361.33,2025-02-11,8
SO-202501-00252,CUST-039,Hartwell Kitchen,Institutional,2025-01-04,Net 15,2025-01-19,33816.73,2025-01-31,12
SO-202501-00253,CUST-040,Marlow Hospitality Group,Restaurant Group,2025-01-22,Net 30,2025-02-21,29277.51,2025-02-24,3
SO-202501-00254,CUST-041,Quarry Dining Co,Distributor Resale,2025-01-07,Net 15,2025-01-22,19601.49,2025-01-26,4
SO-202501-00255,CUST-042,Tarleton Grill,Independent Restaurant,2025-01-26,Net 15,2025-02-10,22710.1,2025-02-14,4
SO-202501-00256,CUST-043,Quarry Provisions,Independent Restaurant,2025-01-15,Net 30,2025-02-14,32366.73,2025-02-19,5
SO-202501-00257,CUST-044,Fairhaven Provisions,Distributor Resale,2025-01-05,Net 15,2025-01-20,26898.22,2025-01-26,6
SO-202501-00258,CUST-045,Weldon Grill,Hotel & Hospitality,2025-01-22,Net 30,2025-02-21,34536.6,2025-02-25,4
SO-202501-00259,CUST-046,Fairhaven Bistro,Institutional,2025-01-09,Net 30,2025-02-08,27798.99,2025-02-21,13
SO-202501-00260,CUST-023,Ashford Grill,Independent Restaurant,2025-01-12,Net 30,2025-02-11,25282.31,2025-02-15,4
SO-202501-00261,CUST-035,Hollow Tavern,Independent Restaurant,2025-01-25,Net 45,2025-03-11,20002.13,2025-03-18,7
SO-202501-00262,CUST-022,Ockham Provisions,Distributor Resale,2025-01-19,Net 45,2025-03-05,26832.31,2025-03-14,9
SO-202501-00263,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-01-26,Net 30,2025-02-25,42784.97,2025-03-08,11
SO-202501-00264,CUST-042,Tarleton Grill,Independent Restaurant,2025-01-28,Net 15,2025-02-12,24121.84,2025-02-08,-4
SO-202501-00265,CUST-029,Pine Bistro,Hotel & Hospitality,2025-01-12,Net 45,2025-02-26,32578.86,2025-02-27,1
SO-202501-00266,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-01-14,Net 30,2025-02-13,25583.71,2025-02-16,3
SO-202502-00267,CUST-001,Copper Fork Group,Restaurant Group,2025-02-23,Net 45,2025-04-09,74922.66,2025-04-11,2
SO-202502-00268,CUST-002,Harborline Hospitality,Hotel & Hospitality,2025-02-23,Net 30,2025-03-25,62939.41,2025-03-26,1
SO-202502-00269,CUST-003,Vaughn & Sons Restaurant Co,Restaurant Group,2025-02-19,Net 45,2025-04-05,57948.0,2025-04-07,2
SO-202502-00270,CUST-004,Meridian Public Schools,Institutional,2025-02-26,Net 60,2025-04-27,54068.36,2025-05-10,13
SO-202502-00271,CUST-005,Bright Harbor Hotels,Hotel & Hospitality,2025-02-27,Net 30,2025-03-29,40463.84,2025-03-26,-3
SO-202502-00272,CUST-006,Ridgeline Kitchens Group,Restaurant Group,2025-02-14,Net 30,2025-03-16,42253.61,2025-03-19,3
SO-202502-00273,CUST-007,Ashgrove Dining Partners,Restaurant Group,2025-02-24,Net 45,2025-04-10,49931.86,2025-04-16,6
SO-202502-00274,CUST-008,Northfield Medical Center,Institutional,2025-02-04,Net 60,2025-04-05,28635.01,2025-04-11,6
SO-202502-00275,CUST-009,Stonecrest Resale Supply,Distributor Resale,2025-02-26,Net 30,2025-03-28,36136.42,2025-04-08,11
SO-202502-00276,CUST-010,Lakeside Catering Co,Independent Restaurant,2025-02-26,Net 30,2025-03-28,37215.56,2025-04-09,12
SO-202502-00277,CUST-011,Sutton Kitchen,Institutional,2025-02-11,Net 45,2025-03-28,12207.3,2025-04-06,9
SO-202502-00278,CUST-012,Pendry Bistro,Institutional,2025-02-07,Net 45,2025-03-24,28910.47,2025-04-01,8
SO-202502-00279,CUST-013,Brackley Public House,Restaurant Group,2025-02-24,Net 15,2025-03-11,35321.13,2025-03-16,5
SO-202502-00280,CUST-014,Sutton Dining Co,Hotel & Hospitality,2025-02-21,Net 30,2025-03-23,13052.95,2025-03-28,5
SO-202502-00281,CUST-015,Pelham Dining Co,Restaurant Group,2025-02-27,Net 15,2025-03-14,34859.32,2025-03-12,-2
SO-202502-00282,CUST-016,Marbury Food Hall,Restaurant Group,2025-02-02,Net 30,2025-03-04,26453.28,2025-03-08,4
SO-202502-00283,CUST-017,Weldon Kitchen,Distributor Resale,2025-02-03,Net 30,2025-03-05,26954.86,2025-03-05,0
SO-202502-00284,CUST-018,Pine Kitchen,Independent Restaurant,2025-02-19,Net 30,2025-03-21,38028.38,2025-03-27,6
SO-202502-00285,CUST-019,Birch Provisions,Independent Restaurant,2025-02-09,Net 30,2025-03-11,40876.64,2025-03-07,-4
SO-202502-00286,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-02-09,Net 30,2025-03-11,28771.66,2025-03-17,6
SO-202502-00287,CUST-021,Quarry Provisions,Independent Restaurant,2025-02-01,Net 15,2025-02-16,26346.58,2025-02-16,0
SO-202502-00288,CUST-022,Ockham Provisions,Distributor Resale,2025-02-24,Net 45,2025-04-10,10268.54,2025-04-16,6
SO-202502-00289,CUST-023,Ashford Grill,Independent Restaurant,2025-02-23,Net 30,2025-03-25,24236.25,2025-03-26,1
SO-202502-00290,CUST-024,Hollow Kitchen,Independent Restaurant,2025-02-20,Net 30,2025-03-22,21792.22,2025-03-22,0
SO-202502-00291,CUST-025,Pendry Food Hall,Restaurant Group,2025-02-15,Net 15,2025-03-02,31177.1,2025-03-05,3
SO-202502-00292,CUST-026,Old Tavern,Institutional,2025-02-18,Net 30,2025-03-20,30941.07,2025-03-30,10
SO-202502-00293,CUST-027,Wexley Dining Co,Hotel & Hospitality,2025-02-22,Net 30,2025-03-24,25756.58,2025-03-23,-1
SO-202502-00294,CUST-028,Gilman Food Hall,Independent Restaurant,2025-02-20,Net 45,2025-04-06,23315.77,2025-04-08,2
SO-202502-00295,CUST-029,Pine Bistro,Hotel & Hospitality,2025-02-02,Net 45,2025-03-19,21673.33,2025-03-20,1
SO-202502-00296,CUST-030,Norwood Food Hall,Independent Restaurant,2025-02-03,Net 15,2025-02-18,28810.95,2025-02-16,-2
SO-202502-00297,CUST-031,Sutton Eatery,Independent Restaurant,2025-02-23,Net 30,2025-03-25,21351.97,2025-03-28,3
SO-202502-00298,CUST-032,Ashford Dining Co,Institutional,2025-02-17,Net 30,2025-03-19,41670.45,2025-03-31,12
SO-202502-00299,CUST-033,Norwood Tavern,Independent Restaurant,2025-02-22,Net 15,2025-03-09,33096.39,2025-03-19,10
SO-202502-00300,CUST-034,Ravensworth Eatery,Independent Restaurant,2025-02-04,Net 15,2025-02-19,27066.69,2025-02-26,7
SO-202502-00301,CUST-035,Hollow Tavern,Independent Restaurant,2025-02-07,Net 45,2025-03-24,36070.21,2025-03-29,5
SO-202502-00302,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-02-11,Net 30,2025-03-13,13155.41,2025-03-20,7
SO-202502-00303,CUST-037,Tarleton Grill,Institutional,2025-02-22,Net 45,2025-04-08,32779.13,2025-04-21,13
SO-202502-00304,CUST-038,Old Tavern,Independent Restaurant,2025-02-26,Net 15,2025-03-13,25617.24,2025-03-19,6
SO-202502-00305,CUST-039,Hartwell Kitchen,Institutional,2025-02-16,Net 15,2025-03-03,36173.26,2025-03-14,11
SO-202502-00306,CUST-040,Marlow Hospitality Group,Restaurant Group,2025-02-17,Net 30,2025-03-19,21679.3,2025-03-25,6
SO-202502-00307,CUST-041,Quarry Dining Co,Distributor Resale,2025-02-02,Net 15,2025-02-17,26909.85,2025-02-23,6
SO-202502-00308,CUST-042,Tarleton Grill,Independent Restaurant,2025-02-28,Net 15,2025-03-15,22129.34,2025-03-19,4
SO-202502-00309,CUST-043,Quarry Provisions,Independent Restaurant,2025-02-11,Net 30,2025-03-13,34420.64,2025-03-23,10
SO-202502-00310,CUST-044,Fairhaven Provisions,Distributor Resale,2025-02-10,Net 15,2025-02-25,28910.24,2025-03-07,10
SO-202502-00311,CUST-045,Weldon Grill,Hotel & Hospitality,2025-02-04,Net 30,2025-03-06,34666.38,2025-03-09,3
SO-202502-00312,CUST-046,Fairhaven Bistro,Institutional,2025-02-21,Net 30,2025-03-23,27429.77,2025-04-09,17
SO-202502-00313,CUST-023,Ashford Grill,Independent Restaurant,2025-02-02,Net 30,2025-03-04,36011.25,2025-03-07,3
SO-202502-00314,CUST-035,Hollow Tavern,Independent Restaurant,2025-02-28,Net 45,2025-04-14,30300.24,2025-04-19,5
SO-202502-00315,CUST-022,Ockham Provisions,Distributor Resale,2025-02-16,Net 45,2025-04-02,18360.63,2025-04-04,2
SO-202502-00316,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-02-24,Net 30,2025-03-26,29844.5,2025-04-02,7
SO-202502-00317,CUST-042,Tarleton Grill,Independent Restaurant,2025-02-17,Net 15,2025-03-04,21434.39,2025-03-05,1
SO-202502-00318,CUST-029,Pine Bistro,Hotel & Hospitality,2025-02-12,Net 45,2025-03-29,37662.93,2025-04-01,3
SO-202502-00319,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-02-19,Net 30,2025-03-21,21129.53,2025-03-25,4
SO-202503-00320,CUST-001,Copper Fork Group,Restaurant Group,2025-03-03,Net 45,2025-04-17,87888.67,2025-04-16,-1
SO-202503-00321,CUST-002,Harborline Hospitality,Hotel & Hospitality,2025-03-24,Net 30,2025-04-23,73819.47,2025-04-24,1
SO-202503-00322,CUST-003,Vaughn & Sons Restaurant Co,Restaurant Group,2025-03-24,Net 45,2025-05-08,73491.44,2025-05-11,3
SO-202503-00323,CUST-004,Meridian Public Schools,Institutional,2025-03-30,Net 60,2025-05-29,57945.34,2025-06-14,16
SO-202503-00324,CUST-005,Bright Harbor Hotels,Hotel & Hospitality,2025-03-08,Net 30,2025-04-07,64458.33,2025-04-04,-3
SO-202503-00325,CUST-006,Ridgeline Kitchens Group,Restaurant Group,2025-03-20,Net 30,2025-04-19,52468.67,2025-05-02,13
SO-202503-00326,CUST-007,Ashgrove Dining Partners,Restaurant Group,2025-03-24,Net 45,2025-05-08,46945.59,2025-05-11,3
SO-202503-00327,CUST-008,Northfield Medical Center,Institutional,2025-03-19,Net 60,2025-05-18,37801.86,2025-05-28,10
SO-202503-00328,CUST-009,Stonecrest Resale Supply,Distributor Resale,2025-03-26,Net 30,2025-04-25,44294.99,2025-04-29,4
SO-202503-00329,CUST-010,Lakeside Catering Co,Independent Restaurant,2025-03-17,Net 30,2025-04-16,27606.26,2025-04-22,6
SO-202503-00330,CUST-011,Sutton Kitchen,Institutional,2025-03-17,Net 45,2025-05-01,33069.52,2025-05-12,11
SO-202503-00331,CUST-012,Pendry Bistro,Institutional,2025-03-08,Net 45,2025-04-22,31439.24,2025-04-28,6
SO-202503-00332,CUST-013,Brackley Public House,Restaurant Group,2025-03-04,Net 15,2025-03-19,46611.42,2025-03-26,7
SO-202503-00333,CUST-014,Sutton Dining Co,Hotel & Hospitality,2025-03-10,Net 30,2025-04-09,9840.17,2025-04-16,7
SO-202503-00334,CUST-015,Pelham Dining Co,Restaurant Group,2025-03-17,Net 15,2025-04-01,29472.28,2025-04-01,0
SO-202503-00335,CUST-016,Marbury Food Hall,Restaurant Group,2025-03-29,Net 30,2025-04-28,24680.26,2025-05-06,8
SO-202503-00336,CUST-017,Weldon Kitchen,Distributor Resale,2025-03-06,Net 30,2025-04-05,32531.18,2025-04-09,4
SO-202503-00337,CUST-018,Pine Kitchen,Independent Restaurant,2025-03-20,Net 30,2025-04-19,37610.95,2025-04-27,8
SO-202503-00338,CUST-019,Birch Provisions,Independent Restaurant,2025-03-01,Net 30,2025-03-31,38817.03,2025-04-03,3
SO-202503-00339,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-03-10,Net 30,2025-04-09,25473.01,2025-04-19,10
SO-202503-00340,CUST-021,Quarry Provisions,Independent Restaurant,2025-03-24,Net 15,2025-04-08,29100.05,2025-04-16,8
SO-202503-00341,CUST-022,Ockham Provisions,Distributor Resale,2025-03-29,Net 45,2025-05-13,17071.62,2025-05-24,11
SO-202503-00342,CUST-023,Ashford Grill,Independent Restaurant,2025-03-11,Net 30,2025-04-10,30032.54,2025-04-13,3
SO-202503-00343,CUST-024,Hollow Kitchen,Independent Restaurant,2025-03-16,Net 30,2025-04-15,16991.53,2025-04-12,-3
SO-202503-00344,CUST-025,Pendry Food Hall,Restaurant Group,2025-03-19,Net 15,2025-04-03,27773.74,2025-04-13,10
SO-202503-00345,CUST-026,Old Tavern,Institutional,2025-03-17,Net 30,2025-04-16,40372.57,2025-04-25,9
SO-202503-00346,CUST-027,Wexley Dining Co,Hotel & Hospitality,2025-03-02,Net 30,2025-04-01,30886.39,2025-04-06,5
SO-202503-00347,CUST-028,Gilman Food Hall,Independent Restaurant,2025-03-12,Net 45,2025-04-26,35149.3,2025-04-28,2
SO-202503-00348,CUST-029,Pine Bistro,Hotel & Hospitality,2025-03-18,Net 45,2025-05-02,21785.33,2025-05-06,4
SO-202503-00349,CUST-030,Norwood Food Hall,Independent Restaurant,2025-03-08,Net 15,2025-03-23,29954.12,2025-03-24,1
SO-202503-00350,CUST-031,Sutton Eatery,Independent Restaurant,2025-03-17,Net 30,2025-04-16,17860.54,2025-04-16,0
SO-202503-00351,CUST-032,Ashford Dining Co,Institutional,2025-03-31,Net 30,2025-04-30,64496.41,2025-05-16,16
SO-202503-00352,CUST-033,Norwood Tavern,Independent Restaurant,2025-03-01,Net 15,2025-03-16,31541.65,2025-03-23,7
SO-202503-00353,CUST-034,Ravensworth Eatery,Independent Restaurant,2025-03-24,Net 15,2025-04-08,43273.26,2025-04-17,9
SO-202503-00354,CUST-035,Hollow Tavern,Independent Restaurant,2025-03-28,Net 45,2025-05-12,36075.92,2025-05-21,9
SO-202503-00355,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-03-23,Net 30,2025-04-22,15404.99,2025-04-25,3
SO-202503-00356,CUST-037,Tarleton Grill,Institutional,2025-03-17,Net 45,2025-05-01,37941.96,2025-05-06,5
SO-202503-00357,CUST-038,Old Tavern,Independent Restaurant,2025-03-23,Net 15,2025-04-07,22902.16,2025-04-17,10
SO-202503-00358,CUST-039,Hartwell Kitchen,Institutional,2025-03-27,Net 15,2025-04-11,47235.18,2025-04-21,10
SO-202503-00359,CUST-040,Marlow Hospitality Group,Restaurant Group,2025-03-25,Net 30,2025-04-24,22587.17,2025-04-29,5
SO-202503-00360,CUST-041,Quarry Dining Co,Distributor Resale,2025-03-26,Net 15,2025-04-10,21577.78,2025-04-13,3
SO-202503-00361,CUST-042,Tarleton Grill,Independent Restaurant,2025-03-27,Net 15,2025-04-11,23865.94,2025-04-11,0
SO-202503-00362,CUST-043,Quarry Provisions,Independent Restaurant,2025-03-21,Net 30,2025-04-20,46533.8,2025-04-22,2
SO-202503-00363,CUST-044,Fairhaven Provisions,Distributor Resale,2025-03-28,Net 15,2025-04-12,33313.43,2025-04-17,5
SO-202503-00364,CUST-045,Weldon Grill,Hotel & Hospitality,2025-03-03,Net 30,2025-04-02,40330.62,2025-04-05,3
SO-202503-00365,CUST-046,Fairhaven Bistro,Institutional,2025-03-06,Net 30,2025-04-05,27093.24,2025-04-18,13
SO-202503-00366,CUST-023,Ashford Grill,Independent Restaurant,2025-03-25,Net 30,2025-04-24,37913.45,2025-04-22,-2
SO-202503-00367,CUST-035,Hollow Tavern,Independent Restaurant,2025-03-30,Net 45,2025-05-14,37394.49,2025-05-14,0
SO-202503-00368,CUST-022,Ockham Provisions,Distributor Resale,2025-03-10,Net 45,2025-04-24,22258.02,2025-04-29,5
SO-202503-00369,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-03-23,Net 30,2025-04-22,18878.32,2025-05-05,13
SO-202503-00370,CUST-042,Tarleton Grill,Independent Restaurant,2025-03-22,Net 15,2025-04-06,43844.52,2025-04-06,0
SO-202503-00371,CUST-029,Pine Bistro,Hotel & Hospitality,2025-03-14,Net 45,2025-04-28,27347.4,2025-04-29,1
SO-202503-00372,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-03-16,Net 30,2025-04-15,21477.15,2025-04-22,7
SO-202504-00373,CUST-001,Copper Fork Group,Restaurant Group,2025-04-05,Net 45,2025-05-20,80486.58,2025-05-20,0
SO-202504-00374,CUST-002,Harborline Hospitality,Hotel & Hospitality,2025-04-04,Net 30,2025-05-04,84724.57,2025-05-03,-1
SO-202504-00375,CUST-003,Vaughn & Sons Restaurant Co,Restaurant Group,2025-04-15,Net 45,2025-05-30,74621.4,2025-06-06,7
SO-202504-00376,CUST-004,Meridian Public Schools,Institutional,2025-04-01,Net 60,2025-05-31,84029.67,2025-06-15,15
SO-202504-00377,CUST-005,Bright Harbor Hotels,Hotel & Hospitality,2025-04-20,Net 30,2025-05-20,64517.77,2025-05-15,-5
SO-202504-00378,CUST-006,Ridgeline Kitchens Group,Restaurant Group,2025-04-07,Net 30,2025-05-07,59046.81,2025-05-18,11
SO-202504-00379,CUST-007,Ashgrove Dining Partners,Restaurant Group,2025-04-04,Net 45,2025-05-19,64992.39,2025-05-24,5
SO-202504-00380,CUST-008,Northfield Medical Center,Institutional,2025-04-25,Net 60,2025-06-24,42835.99,2025-07-03,9
SO-202504-00381,CUST-009,Stonecrest Resale Supply,Distributor Resale,2025-04-20,Net 30,2025-05-20,42664.48,2025-05-26,6
SO-202504-00382,CUST-010,Lakeside Catering Co,Independent Restaurant,2025-04-24,Net 30,2025-05-24,46764.7,2025-06-02,9
SO-202504-00383,CUST-011,Sutton Kitchen,Institutional,2025-04-11,Net 45,2025-05-26,15729.66,2025-06-06,11
SO-202504-00384,CUST-012,Pendry Bistro,Institutional,2025-04-18,Net 45,2025-06-02,30875.97,2025-06-09,7
SO-202504-00385,CUST-013,Brackley Public House,Restaurant Group,2025-04-14,Net 15,2025-04-29,38963.77,2025-05-06,7
SO-202504-00386,CUST-014,Sutton Dining Co,Hotel & Hospitality,2025-04-18,Net 30,2025-05-18,19420.96,2025-05-25,7
SO-202504-00387,CUST-015,Pelham Dining Co,Restaurant Group,2025-04-03,Net 15,2025-04-18,38013.56,2025-04-21,3
SO-202504-00388,CUST-016,Marbury Food Hall,Restaurant Group,2025-04-17,Net 30,2025-05-17,30199.69,2025-05-24,7
SO-202504-00389,CUST-017,Weldon Kitchen,Distributor Resale,2025-04-22,Net 30,2025-05-22,28783.31,2025-05-27,5
SO-202504-00390,CUST-018,Pine Kitchen,Independent Restaurant,2025-04-20,Net 30,2025-05-20,41741.5,2025-05-25,5
SO-202504-00391,CUST-019,Birch Provisions,Independent Restaurant,2025-04-04,Net 30,2025-05-04,37018.73,2025-05-07,3
SO-202504-00392,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-04-25,Net 30,2025-05-25,21516.17,2025-06-01,7
SO-202504-00393,CUST-021,Quarry Provisions,Independent Restaurant,2025-04-23,Net 15,2025-05-08,29165.61,2025-05-09,1
SO-202504-00394,CUST-022,Ockham Provisions,Distributor Resale,2025-04-26,Net 45,2025-06-10,23525.97,2025-06-17,7
SO-202504-00395,CUST-023,Ashford Grill,Independent Restaurant,2025-04-04,Net 30,2025-05-04,35660.97,2025-05-08,4
SO-202504-00396,CUST-024,Hollow Kitchen,Independent Restaurant,2025-04-02,Net 30,2025-05-02,16797.99,2025-05-03,1
SO-202504-00397,CUST-025,Pendry Food Hall,Restaurant Group,2025-04-23,Net 15,2025-05-08,30435.72,2025-05-13,5
SO-202504-00398,CUST-026,Old Tavern,Institutional,2025-04-30,Net 30,2025-05-30,24741.03,2025-06-07,8
SO-202504-00399,CUST-027,Wexley Dining Co,Hotel & Hospitality,2025-04-21,Net 30,2025-05-21,22812.2,2025-05-21,0
SO-202504-00400,CUST-028,Gilman Food Hall,Independent Restaurant,2025-04-27,Net 45,2025-06-11,28935.39,2025-06-17,6
SO-202504-00401,CUST-029,Pine Bistro,Hotel & Hospitality,2025-04-15,Net 45,2025-05-30,24397.69,2025-05-29,-1
SO-202504-00402,CUST-030,Norwood Food Hall,Independent Restaurant,2025-04-14,Net 15,2025-04-29,29959.43,2025-04-29,0
SO-202504-00403,CUST-031,Sutton Eatery,Independent Restaurant,2025-04-17,Net 30,2025-05-17,33467.88,2025-05-16,-1
SO-202504-00404,CUST-032,Ashford Dining Co,Institutional,2025-04-10,Net 30,2025-05-10,44763.31,2025-05-25,15
SO-202504-00405,CUST-033,Norwood Tavern,Independent Restaurant,2025-04-22,Net 15,2025-05-07,42407.72,2025-05-17,10
SO-202504-00406,CUST-034,Ravensworth Eatery,Independent Restaurant,2025-04-30,Net 15,2025-05-15,40234.2,2025-05-27,12
SO-202504-00407,CUST-035,Hollow Tavern,Independent Restaurant,2025-04-30,Net 45,2025-06-14,28865.67,2025-06-22,8
SO-202504-00408,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-04-13,Net 30,2025-05-13,22002.89,2025-05-12,-1
SO-202504-00409,CUST-037,Tarleton Grill,Institutional,2025-04-14,Net 45,2025-05-29,33641.54,2025-06-04,6
SO-202504-00410,CUST-038,Old Tavern,Independent Restaurant,2025-04-27,Net 15,2025-05-12,27267.29,2025-05-23,11
SO-202504-00411,CUST-039,Hartwell Kitchen,Institutional,2025-04-21,Net 15,2025-05-06,32232.84,2025-05-21,15
SO-202504-00412,CUST-040,Marlow Hospitality Group,Restaurant Group,2025-04-02,Net 30,2025-05-02,23541.73,2025-05-11,9
SO-202504-00413,CUST-041,Quarry Dining Co,Distributor Resale,2025-04-27,Net 15,2025-05-12,21663.72,2025-05-13,1
SO-202504-00414,CUST-042,Tarleton Grill,Independent Restaurant,2025-04-02,Net 15,2025-04-17,31210.15,2025-04-18,1
SO-202504-00415,CUST-043,Quarry Provisions,Independent Restaurant,2025-04-06,Net 30,2025-05-06,42469.89,2025-05-15,9
SO-202504-00416,CUST-044,Fairhaven Provisions,Distributor Resale,2025-04-28,Net 15,2025-05-13,27315.49,2025-05-17,4
SO-202504-00417,CUST-045,Weldon Grill,Hotel & Hospitality,2025-04-16,Net 30,2025-05-16,42839.82,2025-05-22,6
SO-202504-00418,CUST-046,Fairhaven Bistro,Institutional,2025-04-18,Net 30,2025-05-18,21785.49,2025-05-30,12
SO-202504-00419,CUST-023,Ashford Grill,Independent Restaurant,2025-04-10,Net 30,2025-05-10,26160.33,2025-05-13,3
